Exclude,Subject,Year,ID,ID2,ID3,Syllabus,A,B,C,D,CorePicture,CoreQuestion,Question,Marks,Answer,Solution,Picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2004,28,a,i,"AM1
AM4",,,,,,"A health rating, \(R\), is calculated by dividing a person's weight, \(w\), in kilograms by the square of the person's height, \(h\), in metres.",Fred is 150 cm and weighs 72 kg. Calculate Fred's health rating.,1,32,\begin{eqnarray} R &=& {w \over h^2} \\ &=& {72 \over (1.5)^2} \\ &=& 32 \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2004,28,a,ii,"AM1
AM4",,,,,,"A health rating, \(R\), is calculated by dividing a person's weight, \(w\), in kilograms by the square of the person's height, \(h\), in metres.","Over several years, Fred expects to grow 10 cm taller. By this time he wants his health rating to be 25. How much weight should he gain or lose to achieve his aim? Justify your answer with mathematical calculations.",2,8,\begin{eqnarray} 25 &=& {w \over (1.6)^2} \\ w &=& 25 \times (1.6)^2 \\ &=& 64 \textrm{ kg} \\ \textrm{Difference in weights} &=& 72 - 64 \\ &=& 8 \textrm{ kg} \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MG2,2004,28,b,i,AM4,,,,,gm200428b,A set of garden gnomes is made so that the cost ($\(C\)) varies directly with the cube of the base length (\(b\) centimetres). A gnome with a base length of 10 cm has a cost of $50.,"Write an equation relating the variables \(C\) and \(b\), and a constant \(k\).",1,C = kb^3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2004,28,b,ii,AM4,,,,,gm200428b,A set of garden gnomes is made so that the cost ($\(C\)) varies directly with the cube of the base length (\(b\) centimetres). A gnome with a base length of 10 cm has a cost of $50.,Find the value of \(k\).,1,0.05,\begin{eqnarray} 50 &=& k \times 10^3 \\ 50 &=& 1000k \\ k &=& {50 \over 1000} \\ k &=& 0.05 \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2004,28,b,iii,AM4,,,,,gm200428b,A set of garden gnomes is made so that the cost ($\(C\)) varies directly with the cube of the base length (\(b\) centimetres). A gnome with a base length of 10 cm has a cost of $50.,"Felicity says, 'If you double the base length, you double the cost.'

Is she correct? Justify your answer with mathematical calculations.",2,No,\begin{eqnarray} C &=& kb^3 \\ &=& \textrm{Replace b with 2b} \\ C &=& k(2b)^3 \\ &=& k \times 8b^3 \\ &=& 8kb^3 \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MG2,2004,28,c,i,"DA7
AM4",,,,,gm200428c,"Jill has collected data about the height and weight of nine adults. This is shown in the scatterplot below. Using a ruler and pencil, Jill is preparing to fit a median regression line to the data. As a first step she divides the data into three sections as shown.","In the second step, Jill calculates the points A and B as shown in the diagram below. What are the coordinates of the corresponding point C in the middle section?",2,"C(170, 55)",\begin{eqnarray} \textrm{Median height of middle section} &=& 170 \\ \textrm{Median weight of middle section} &=& 55 \end{eqnarray},gm200428ci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MG2,2004,28,c,ii,"DA7
AM4",,,,,gm200428c,"Jill has collected data about the height and weight of nine adults. This is shown in the scatterplot below. Using a ruler and pencil, Jill is preparing to fit a median regression line to the data. As a first step she divides the data into three sections as shown.","In the third step, Jill draws a line through A and B. What is the fourth and final step needed to complete her construction of the median regression line?",2,Draw a line parallel to AB which is a third of the distance towards C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2004,28,c,iii,"DA7
AM4",,,,,gm200428c,"Jill has collected data about the height and weight of nine adults. This is shown in the scatterplot below. Using a ruler and pencil, Jill is preparing to fit a median regression line to the data. As a first step she divides the data into three sections as shown.","The equation of the median regression line for the data may be
approximated by \[ \textrm{weight in kg} = {2 \over 3}(\textrm{height in cm}) - 50 \]Use this model to predict the height of a person who weighs 75 kg.",1,187.5,\begin{eqnarray} \textrm{Weight in kg} &=& {2 \over 3}(\textrm{height in cm}) - 50 \\ \textrm{Substitute weight} &=& 75 \\ 75 &=& {2 \over 3}h - 50 \\ 125 &=& {2 \over 3}h \\ h &=& {125 \over 2} \times 3 \\ &=& 187.5 \textrm{ cm} \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MG2,2004,28,c,iv,"DA7
AM4",,,,,gm200428c,"Jill has collected data about the height and weight of nine adults. This is shown in the scatterplot below. Using a ruler and pencil, Jill is preparing to fit a median regression line to the data. As a first step she divides the data into three sections as shown.",Give ONE limitation of this model for predicting weights from heights.,1,"The sample used is small
Tall people are not necessarily heavier
The model cannot be used outside the range of the sample
The accuracy with which the graph is drawn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,1,,,DA5,64,88,124,190,gm20031,A number of men and women were surveyed at a railway station. They were asked whether or not they were travelling to work. The table shows the results.,How many men were surveyed?,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,2,,,AM1,\( 4y \),\( 4 \over y \),\( 1 \over 4y \),\( y \over 4 \),,Simplify \( 3y^3 \div 12y^2 \).,,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,3,,,FM1,192,211.2,240,316.8,,"Dora works for $9.60 per hour for eight hours each day on Thursday and Friday. On Saturday she works for six hours at time-and-a-half.

How much does Dora earn in total for Thursday, Friday and Saturday?",,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,4,,,AM1,1.1,2.4,2.8,5.6,,"If \( d = \sqrt{h \over 5} \), what is the value of \(d\), correct to one decimal place, when \( h = 28 \)?",,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,5,,,FM6,$18 000,$19 600,$21 000,$22 000,,"Jim bought a new car at the beginning of 2001 for $40 000. At the end of 2001 the value of the car had depreciated by 30%. In 2002 the value of the car depreciated by 25% of the value it had at the end of 2001.

What was the value of the car at the end of 2002?",,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,6,,,PB3,,,,,gm20036,"From 5 boys and 7 girls, two children will be chosen at random to work together on a project.

Which of the following probability trees could be used to determine the probability of choosing a boy and a girl?",,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,7,,,AM2,4,8,12,20,gm20037,"At the same time, Alex and Bryan start riding towards each other along a road. The graph shows their distances (in kilometres) from town after \(t\) minutes.",How many kilometres has Alex travelled when they meet?,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,8,,,DA7,,,,,gm20038,Which scatterplot shows a low (weak) positive correlation?,,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,9,,,M5,67.5,105,109.375,113.75,gm20039,"A swimming pool has a length of 6 m and a width of 5 m. The depth of the pool is 1 m at one end and 3.5 m at the other end, as shown in the diagram.",What is the volume of this pool in cubic metres?,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,10,,,M7,0.4166666667,0.4791666667,0.5208333333,0.5833333333,,"Kathmandu is 30\(^\circ\) west of Perth. Using the longitude difference, what is the time in Kathmandu when it is noon in Perth?",,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,11,,,M5,$7 540,$30 159,$56 549,$226 195,gm200311,"The council wants to put new grass on a park which is in the shape of an ellipse. If grass costs $7.50 per square metre, what is the total cost to the nearest dollar?",,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,12,,,DA4,1.15,2,2.3,4,gm200312,What is the mean number of brothers?,,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,13,,,PB2,0.10,0.15,0.25,0.75,,"Use the table from Question 12.

One of the students is chosen at random. What is the probability that this student has at least two brothers?",,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,14,,,M6,\( {x \over \sin{60^\circ}} = {7 \over \sin{10^\circ}} \),\( x^2 = 10^2 + 7^2 - 2 \times 10 \times 7 \cos{60^\circ} \),\( \cos{60^\circ} = {x^2 + 10^2 - 7^2 \over 2 \times 10 \times 7} \),\( x^2 = 10^2 - 7^2 \),gm200314,Which equation should be used to obtain the value of \(x\) in this triangle?,,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,15,,,AM3,0.75,1.5,50.75,51.5,,"Kylie and Danny work in a music store. The weekly wage $W of an employee at the store is given by \[ W = 0.75n + 50 \]where n is the number of CDs the employee sells.

If Kylie sells two more CDs than Danny in one week, how much more will she earn?",,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,16,,,FM5,\( N = {100000 \over (1 + 0.04)^5} \),\( N = {100000 \over (1 + 0.04 \div 12)^5} \),\( N = {100000 \over (1 + 0.04)^{60}} \),\( N = {100000 \over (1 + 0.04 \div 12)^{60}} \),,"Pauline calculates the present value (N) of an annuity. The interest rate is 4% per annum, compounded monthly. In five years the future value will be $100 000.

Which calculation will result in the correct answer?",,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,17,,,AM4,The current is doubled.,The current is exactly the same.,The current is halved.,The current is squared.,,"If an electrical current varies inversely with resistance, what is the effect on the current when the resistance is doubled?",,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,18,,,"M5
M1",10 \(\times\) 15 cm\(^2\) (lower) and 11 \(\times\) 16 cm\(^2\) (upper),10 \(\times\) 15 cm\(^2\) (lower) and 10.5 \(\times\) 15.5 cm\(^2\) (upper),9.5 \(\times\) 14.5 cm\(^2\) (lower) and 10 \(\times\) 15 cm\(^2\) (upper),9.5 \(\times\) 14.5 cm\(^2\) (lower) and 10.5 \(\times\) 15.5 cm\(^2\) (upper),,George measures the breadth and length of a rectangle to the nearest centimetre. His answers are 10 cm and 15 cm. Between what lower and upper values must the actual area of the rectangle lie?,,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,19,,,M1,184.8 m\(^2\),18480 m\(^2\),184800 m\(^2\),1848000 m\(^2\),,"The roof of the Sydney Opera House is covered with 1.056 million tiles. If each tile covers 175 cm\(^2\), what area is covered by the tiles?",,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,20,,,FM3,1.15,1.27,1.55,1.71,gm200320,Iliana buys several items at the supermarket. The docket for her purchases is shown.,What is the amount of GST included in the total?,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,21,,,DA5,0.16,0.19,0.23,0.84,gm200321,"The graph below shows the numbers of the two major types of cameras, analog and digital, sold in Australia in the years 1999-2002.","In 2001, what percentage of the cameras sold were digital cameras? (To the nearest per cent.)",1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,22,,,"PB2
PB4",50,200,250,450,gm200322,"Charlie surveyed 12 school friends to find out their preferences for chocolate. They were asked to indicate their liking for milk chocolate on the following scale.

They were also asked to do this for dark chocolate. Charlie displayed the results in a spreadsheet and graph as shown below.

Charlie assumes that these 12 students are representative of the 600 students at the school.

What is Charlie's estimate of the number of students in the school who like milk chocolate but dislike dark chocolate?",,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,23,a,i,M1,,,,,,"Keryn is designing a new watering system for the shrubs in her garden. She knows that each shrub needs 1.2 litres of water per day. To minimise evaporation, Keryn designs a system to drip water into a tube that takes the water to the roots.",What is the number of litres of water required daily for 13 shrubs?,1,15.6,\( 13 \times 1.2 = 15.6 \textrm{ L} \),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,23,a,ii,M1,,,,,,"Keryn is designing a new watering system for the shrubs in her garden. She knows that each shrub needs 1.2 litres of water per day. To minimise evaporation, Keryn designs a system to drip water into a tube that takes the water to the roots.",Keryn pays 94.22 cents per kilolitre for water. Calculate the total cost of watering 13 shrubs for one week.,1,10,\begin{eqnarray} \textrm{Water required per week} &=& 15.6 \times 7 \\ &=& 109.2 \\ &=& 0.1092 \textrm{ kL} \\ \textrm{Cost of water} &=& 0.1092 \times 94.22 \textrm{ cents} \\ &\approx& 10 \textrm{ cents} \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,23,a,iii,M1,,,,,,"Keryn is designing a new watering system for the shrubs in her garden. She knows that each shrub needs 1.2 litres of water per day. To minimise evaporation, Keryn designs a system to drip water into a tube that takes the water to the roots.",Keryn knows that 1 mL = 15 drops. Find the number of drops that one shrub needs daily.,1,18000,\begin{eqnarray} 1.2 \textrm{ L} &=& 1200 \textrm{ mL} \\ \textrm{Number of drops} &=& 1200 \times 15 \\ &=& 18000 \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,23,a,iv,M1,,,,,,"Keryn is designing a new watering system for the shrubs in her garden. She knows that each shrub needs 1.2 litres of water per day. To minimise evaporation, Keryn designs a system to drip water into a tube that takes the water to the roots.",How many drops per minute are required for one shrub if the system is in use for 10 hours per day?,1,30,\begin{eqnarray} \textrm{Drip rate} &=& 18000 \textrm{ drops / 10 hours} \\ &=& 1800 \textrm{ drops / h} \\ &=& {1800 \over 60} \textrm{ drops / min} \\ &=& 30 \textrm{ drops / min} \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,23,b,i,M5,,,,,gm200323b,"In her garden, Keryn has a birdbath in the shape of a hemisphere (half a sphere). The internal diameter is 45 cm.",What is the internal surface area of this birdbath? (Give your answer to the nearest square centimetre.),2,3181,\begin{eqnarray} \textrm{Surface area of sphere} &=& 4 \pi r^2 \\ r &=& {1 \over 2} \times 45 \\ &=& 22.5 \textrm{ cm} \\ \textrm{Internal surface area} &=& {1 \over 2} \times 4 \pi r^2 \\ &=& {1 \over 2} \times 4 \times \pi \times 22.5^2 \\ &=& 3180.862562 \\ &=& 3181 \textrm{ cm}^2 \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,23,c,i,M5,,,,,gm200323c,"A river has a cross-section as shown below, with measurements in metres.",Calculate the area of this cross-section using Simpson's rule.,2,50,\begin{eqnarray} \textrm{Left 'half'} &=& {3 \over 3}(4 + 4(5) + 5) \\ &=& 29 \textrm{ m}^2 \\ \textrm{Right 'half'} &=& {3 \over 3}(5 + 4(4) + 0) \\ &=& 21 \textrm{ m}^2 \\ \textrm{Total area} &=& 29 + 21 \\ &=& 50 \textrm{ m}^2 \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,23,d,i,M2,,,,,gm200323d,"Peta is designing an eight-cylinder racing engine. Each cylinder has a bore (diameter) of 10.0 cm and a stroke (height) of 7.8 cm, as shown below.","Calculate the volume of each cylinder, correct to the nearest cubic centimetre.",2,613,\begin{eqnarray} r &=& {1 \over 2} \times 10 \\ &=& 5 \textrm{ cm} \\ V &=& \pi \times 5^2 \times 7.8 \\ &=& 612.6105674 \\ &=& 613 \textrm{ cm}^3 \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,23,d,ii,M2,,,,,gm200323d,"Peta is designing an eight-cylinder racing engine. Each cylinder has a bore (diameter) of 10.0 cm and a stroke (height) of 7.8 cm, as shown below.",The capacity of the engine is the sum of the capacities of the eight cylinders. Does Peta's engine meet the racing requirement that the capacity should be under 5 litres? Justify your answer with a mathematical calculation.,3,Yes,\begin{eqnarray} \textrm{Engine capacity} &=& 8 \times 612.6105675 \\ &=& 4900.88454 \textrm{ cm}^3 \\ &=& 4900.88454 \textrm{ mL} \\ &=& 4.90088454 \textrm{ L} < 5 \textrm{ L} \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,24,a,i,FM2,,,,,,"Minh invests $24 000 at an interest rate of 4.75% per annum, compounded monthly. What is the value of the investment after 3 years?",,2,27667.89,\begin{eqnarray} n &=& 3 \times 12 \\ &=& 36 \textrm{ months} \\ A &=& P(1 + r)^n \\ &=& 24000(1 + {0.0475 \over 12}^{36}) \\ &=& 27667.89017 \\ &=& \$27667.89 \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,24,b,i,"FM1
FM3
FM5",,,,,,Vicki earns a taxable income of $58 624 from her job with an insurance company. She pays $14 410.80 tax on this income.,"Vicki has a second job which pays $900 gross income per month.

What is Vicki's total annual taxable income from both jobs, assuming that she has no allowable tax deductions?",1,69424,\begin{eqnarray} \textrm{Taxable income} &=& 58624 + 12 \times 900 \\ &=& \$69424 \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,24,b,ii,"FM1
FM3
FM5",,,,,,Vicki earns a taxable income of $58 624 from her job with an insurance company. She pays $14 410.80 tax on this income.,Use the tax table below to calculate the total tax payable on her income from both jobs.,2,19373.52,\begin{eqnarray} \textrm{Tax payable} &=& 17730 + 0.48 \times (69424 - 66000) \\ &=& \$19373.52 \end{eqnarray},gm200324bii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MG2,2003,24,b,iii,"FM1
FM3
FM5",,,,,,Vicki earns a taxable income of $58 624 from her job with an insurance company. She pays $14 410.80 tax on this income.,Show that Vicki's monthly net income from her second job is $486.44.,3,900 - 413.56 = 486.44,\begin{eqnarray} \textrm{Monthly tax} &=& 4962.72 \div 12 \\ &=& 413.56 \\ \textrm{Monthly income} &=& 900 - 413.56 \\ &=& \$486.44 \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,24,b,iv,"FM1
FM3
FM5",,,,,,Vicki earns a taxable income of $58 624 from her job with an insurance company. She pays $14 410.80 tax on this income.,"Vicki plans to take a holiday in two years time which she estimates will cost $12 000. At the end of each month, Vicki invests the net income from her second job in an account which pays 4% per annum, compounded monthly.

Will she have enough in this account, immediately after the twenty-fourth payment, to pay for her holiday? Justify your answer with calculations.",2,Yes,\begin{eqnarray} A &=& 486.44 \{ \frac{(1 + {0.04 \over 12})^{24} - 1}{0.04 \over 12} \} \\ &=& 12133.2183 \\ &=& \$12133.21 > \$12000 \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,24,c,i,FM4,,,,,gm200324c,Zoe plans to borrow money to buy a car and considers the following repayment guide:,"Zoe wishes to borrow $15 500 and pay back the loan in fortnightly instalments over two years.

What is the flat rate of interest per annum on this loan?",3,6.36,\begin{eqnarray} \textrm{Interest rate} &=& {\$1972 \over \$17472} \times 100\% \div 2 \\ &=& 6.36\% \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,25,a,i,"DA4
DA3
AM2",,,,,gm200325a,A census was conducted of the 33 171 households in Sunnytown. Each household was asked to indicate the number of cars registered to that household. The results are summarised in the following table.,Determine the mode number of cars in a household.,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MG2,2003,25,a,ii,"DA4
DA3
AM2",,,,,gm200325a,A census was conducted of the 33 171 households in Sunnytown. Each household was asked to indicate the number of cars registered to that household. The results are summarised in the following table.,"Explain what is meant by ""the mode number of cars in a household"".",1,The most common number of cars per household,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,25,a,iii,"DA4
DA3
AM2",,,,,gm200325a,A census was conducted of the 33 171 households in Sunnytown. Each household was asked to indicate the number of cars registered to that household. The results are summarised in the following table.,"Sunnytown Council issued a 'free parking' sticker for each car registered to a household in Sunnytown.

How many parking stickers were issued?",2,53013,\begin{eqnarray} \textrm{The number of stickers/car} &=& 0 \times 2735 + 1 \times 12305 + 2 \times 13918 + 3 \times 3980 + 4 \times 233 \\ &=& 53013 \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,25,a,iv,"DA4
DA3
AM2",,,,,gm200325a,A census was conducted of the 33 171 households in Sunnytown. Each household was asked to indicate the number of cars registered to that household. The results are summarised in the following table.,"The council represented the results of the census in a sector graph.

What is the angle in the sector representing the households with no cars? Give your answer to the nearest degree.",1,30,\begin{eqnarray} \textrm{Sector angle} &=& {2735 \over 33171} \times 360^\circ \\ &=& 29.68255405 \\ &=& 30^\circ \end{eqnarray},gm200325aiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,25,a,v,"DA4
DA3
AM2",,,,,gm200325a,A census was conducted of the 33 171 households in Sunnytown. Each household was asked to indicate the number of cars registered to that household. The results are summarised in the following table.,"Visitors to Sunnytown Airport have to pay for parking. The following step graph shows the cost of parking for \(t\) hours.

What is the cost for a car that is parked one evening from 6 pm to 8:30 pm?",1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MG2,2003,25,b,i,DA5,,,,,gm200325b,"Equal large numbers of primary and secondary school students in a city were surveyed about their method of travel to school.

The results are summarised in the relative frequency column graphs below.",Describe TWO differences in the method of travel between these primary school and secondary school students.,2,"More secondary students travel by train/bus
More/most primary students travel by car/walking
Secondary students spread more evenly across the methods of travel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MG2,2003,25,b,ii,DA5,,,,,gm200325b,"Equal large numbers of primary and secondary school students in a city were surveyed about their method of travel to school.

The results are summarised in the relative frequency column graphs below.",Suggest a possible reason for ONE of these differences.,1,"Secondary students are more mature and can take public transport such as the bus or train
Secondary students often need to travel further to get to school and rely on public transport",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,25,b,iii,DA5,,,,,gm200325b,"Equal large numbers of primary and secondary school students in a city were surveyed about their method of travel to school.

The results are summarised in the relative frequency column graphs below.",There were 25 000 primary school students surveyed. How many of these students travelled to school by bus?,1,2500,\( 10\% \times 25000 = 2500 \),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MG2,2003,25,c,i,DA6,,,,,,"Results for an aptitude test are given as \(z\)-scores. In this test, Hardev gains a \(z\)-score of 1.",Interpret Hardev's score with reference to the mean and standard deviation of the test.,2,Hardev's score is one standard deviatoin above the mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,25,c,ii,DA6,,,,,,"Results for an aptitude test are given as \(z\)-scores. In this test, Hardev gains a \(z\)-score of 1.",The scores for the test are normally distributed. What proportion of people sitting the test obtain a higher score than Hardev?,1,16,\( {100\% - 68\% \over 2} = 16\% \),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MG2,2003,26,a,i,"AM2
AM3",,,,,gm200326a,"At a World Cup rugby match, the stadium was filled to capacity for the entire game. At the end of the game, people left the stadium at a constant rate.

The graph shows the number of people (\(N\)) in the stadium t minutes after the end of the game.

The equation of the line is of the form \( N = a - bt \), where \(a\) and \(b\) are constants.","Write down the value of \(a\), and give an explanation of its meaning.",2,"60000, the number of people in the stadium immediately at the end of the game",\begin{eqnarray} t &=& 0 \\ 60000 &=& a - b(0) \\ a &=& 60000 \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,26,a,ii,"AM2
AM3",,,,,gm200326a,"At a World Cup rugby match, the stadium was filled to capacity for the entire game. At the end of the game, people left the stadium at a constant rate.

The graph shows the number of people (\(N\)) in the stadium t minutes after the end of the game.

The equation of the line is of the form \( N = a - bt \), where \(a\) and \(b\) are constants.",Calculate the value of \(b\).,,2000,\begin{eqnarray} 0 &=& 60000 - b(30) \\ &=& 60000 - 30b \\ 30b &=& 60000 \\ b &=& {60000 \over 30} \\ b &=& 2000 \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MG2,2003,26,a,iii,"AM2
AM3",,,,,gm200326a,"At a World Cup rugby match, the stadium was filled to capacity for the entire game. At the end of the game, people left the stadium at a constant rate.

The graph shows the number of people (\(N\)) in the stadium t minutes after the end of the game.

The equation of the line is of the form \( N = a - bt \), where \(a\) and \(b\) are constants.",What does the value of \(b\) represent in this situation?,1,"The rate at which people are leaving the stadium, in people/minute",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MG2,2003,26,a,iv,"AM2
AM3",,,,,gm200326a,"At a World Cup rugby match, the stadium was filled to capacity for the entire game. At the end of the game, people left the stadium at a constant rate.

The graph shows the number of people (\(N\)) in the stadium t minutes after the end of the game.

The equation of the line is of the form \( N = a - bt \), where \(a\) and \(b\) are constants.",Rearrange the formula \( N = a - bt \) to make \(t\) the subject.,2,t = (a - N)/b,\begin{eqnarray} N &=& a - bt \\ bt + N &=& a \\ bt &=& a - N \\ t &=& a - N \over b \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MG2,2003,26,a,v,"AM2
AM3",,,,,gm200326a,"At a World Cup rugby match, the stadium was filled to capacity for the entire game. At the end of the game, people left the stadium at a constant rate.

The graph shows the number of people (\(N\)) in the stadium t minutes after the end of the game.

The equation of the line is of the form \( N = a - bt \), where \(a\) and \(b\) are constants.",How long did it take 10 000 people to leave the stadium?,1,5 minutes,\begin{eqnarray} t &=& 60000 - 50000 \over 2000 \\ &=& 10000 \over 2000 \\ &=& 5 \textrm{ minutes} \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,26,a,vi,"AM2
AM3",,,,,gm200326a,"At a World Cup rugby match, the stadium was filled to capacity for the entire game. At the end of the game, people left the stadium at a constant rate.

The graph shows the number of people (\(N\)) in the stadium t minutes after the end of the game.

The equation of the line is of the form \( N = a - bt \), where \(a\) and \(b\) are constants.","Copy or trace the graph of \(N\) against \(t\) shown above into your answer booklet.

Suppose that 15 minutes after the end of the game, several of the exits had been closed, reducing the rate at which people left.

On the same axes, carefully draw another graph of N against t that could represent this new situation. Your new graph should show \(N\) from \( t = 15 \) until all the people had left the stadium.",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MG2,2003,26,b,i,M6,,,,,gm200326b,"In the diagram above, the following measurements are given: \[ \angle TAB = 30^\circ \\ B \textrm{ is 50 m due east of A} \\ \textrm{The bearing of T from B is 020}^\circ \]Copy or trace \( \triangle ABT \) into your answer booklet.",Explain why \( \angle ABT \) is 110\(^\circ\).,1,20 + 90 = 110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2003,26,b,ii,M6,,,,,gm200326b,"In the diagram above, the following measurements are given: \[ \angle TAB = 30^\circ \\ B \textrm{ is 50 m due east of A} \\ \textrm{The bearing of T from B is 020}^\circ \]Copy or trace \( \triangle ABT \) into your answer booklet.",Calculate the distance \(BT\) (to the nearest metre).,3,39,\begin{eqnarray} \angle T &=& 180 - 30 - 110 \\ &=& 40^\circ \\ {BT \over \sin{30^\circ}} &=& {50 \over \sin{40^\circ}} \\ BT &=& {50 \sin{30^\circ} \over \sin{40^\circ}} \\ &=& 38.89309567 \\ &=& 39 \textrm{ m} \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
